192,0.1462,0.4000,0.0279,5110
177,0.2716,0.4000,0.0413,5214
169,0.3322,0.4000,0.0484,5319
156,0.4204,0.4000,0.0463,5423
151,0.4535,0.4000,0.0407,5526
146,0.4777,0.4000,0.0326,5631
141,0.4981,0.4000,0.0224,5735
143,0.4751,0.4000,0.0145,5840
138,0.4961,0.4000,0.0045,5944
133,0.5118,0.4000,-0.0072,6049
135,0.4867,0.4000,-0.0162,6153
136,0.4653,0.4000,-0.0232,6259
131,0.4871,0.4000,-0.0323,6364
133,0.4656,0.4000,-0.0393,6470
128,0.4873,0.4000,-0.0484,6575
123,0.5037,0.4000,-0.0594,6681
125,0.4795,0.4000,-0.0678,6786
126,0.4602,0.4000,-0.0741,6891
121,0.4820,0.4000,-0.0828,6997
115,0.5016,0.4000,-0.0933,7101
117,0.4771,0.4000,-0.1015,7207
118,0.4583,0.4000,-0.1076,7312
113,0.4805,0.4000,-0.1162,7418
114,0.4610,0.4000,-0.1226,7523
115,0.4446,0.4000,-0.1273,7629
124,0.3830,0.4000,-0.1255,7734
117,0.4202,0.4000,-0.1277,7840
122,0.3867,0.4000,-0.1263,7944
116,0.4231,0.4000,-0.1287,8050
121,0.3830,0.4000,-0.1269,8155
115,0.4202,0.4000,-0.1291,8261
120,0.3830,0.4000,-0.1273,8366
120,0.3830,0.4000,-0.1255,8471
113,0.4202,0.4000,-0.1276,8577
119,0.3830,0.4000,-0.1259,8682
119,0.3830,0.4000,-0.1241,8787
112,0.4213,0.4000,-0.1263,8892
118,0.3794,0.4000,-0.1241,8998
117,0.3830,0.4000,-0.1223,9103
111,0.4202,0.4000,-0.1245,9209
116,0.3830,0.4000,-0.1227,9314
116,0.3794,0.4000,-0.1205,9420
110,0.4184,0.4000,-0.1224,9525
115,0.3830,0.4000,-0.1206,9630
115,0.3830,0.4000,-0.1188,9735
108,0.4202,0.4000,-0.1210,9841
113,0.3830,0.4000,-0.1192,9946
114,0.3794,0.4000,-0.1170,10052
114,0.3794,0.4000,-0.1148,10158
107,0.4162,0.4000,-0.1166,10265
113,0.3794,0.4000,-0.1144,10371
112,0.3794,0.4000,-0.1122,10477
106,0.4162,0.4000,-0.1139,10584
111,0.3794,0.4000,-0.1117,10690
111,0.3794,0.4000,-0.1095,10796
111,0.3794,0.4000,-0.1074,10902
105,0.4162,0.4000,-0.1091,11009
110,0.3794,0.4000,-0.1069,11115
111,0.3758,0.4000,-0.1043,11222
110,0.3794,0.4000,-0.1021,11328
104,0.4162,0.4000,-0.1039,11435
109,0.3794,0.4000,-0.1017,11541
109,0.3758,0.4000,-0.0991,11648
109,0.3794,0.4000,-0.0969,11754
102,0.4162,0.4000,-0.0986,11861
108,0.3794,0.4000,-0.0965,11967
108,0.3758,0.4000,-0.0939,12074
107,0.3830,0.4000,-0.0921,12179
108,0.3758,0.4000,-0.0895,12286
107,0.3794,0.4000,-0.0873,12392
101,0.4162,0.4000,-0.0890,12499
106,0.3794,0.4000,-0.0869,12605
107,0.3758,0.4000,-0.0843,12712
106,0.3794,0.4000,-0.0821,12818
100,0.4162,0.4000,-0.0838,12925
105,0.3794,0.4000,-0.0816,13031
106,0.3758,0.4000,-0.0790,13138
105,0.3794,0.4000,-0.0769,13244
106,0.3758,0.4000,-0.0743,13351
105,0.3794,0.4000,-0.0721,13457
100,0.4173,0.4000,-0.0739,13563
104,0.3794,0.4000,-0.0717,13669
105,0.3758,0.4000,-0.0691,13776
104,0.3794,0.4000,-0.0670,13882
105,0.3758,0.4000,-0.0644,13989
104,0.3794,0.4000,-0.0622,14095
105,0.3758,0.4000,-0.0596,14202
100,0.4145,0.4000,-0.0611,14308
104,0.3758,0.4000,-0.0585,14415
103,0.3794,0.4000,-0.0564,14521
104,0.3758,0.4000,-0.0538,14628
103,0.3794,0.4000,-0.0516,14734
104,0.3758,0.4000,-0.0490,14841
100,0.4155,0.4000,-0.0506,14946
103,0.3758,0.4000,-0.0480,15053
103,0.3794,0.4000,-0.0458,15159
103,0.3758,0.4000,-0.0433,15266
103,0.3794,0.4000,-0.0411,15372
103,0.3758,0.4000,-0.0385,15479
103,0.3794,0.4000,-0.0363,15585
104,0.3758,0.4000,-0.0337,15692
100,0.4145,0.4000,-0.0352,15798
103,0.3758,0.4000,-0.0327,15905
102,0.3794,0.4000,-0.0305,16011
103,0.3758,0.4000,-0.0279,16118
103,0.3794,0.4000,-0.0257,16224
103,0.3794,0.4000,-0.0235,16330
103,0.3794,0.4000,-0.0213,16436
103,0.3758,0.4000,-0.0187,16543
100,0.4145,0.4000,-0.0203,16649
103,0.3758,0.4000,-0.0177,16756
103,0.3794,0.4000,-0.0155,16862
103,0.3758,0.4000,-0.0129,16969
103,0.3794,0.4000,-0.0107,17075
104,0.3758,0.4000,-0.0081,17182
103,0.3794,0.4000,-0.0059,17288
104,0.3758,0.4000,-0.0033,17395
100,0.4145,0.4000,-0.0049,17501
103,0.3794,0.4000,-0.0027,17607
103,0.3794,0.4000,-0.0005,17713
104,0.3758,0.4000,0.0021,17820
103,0.3830,0.4000,0.0039,17925
104,0.3794,0.4000,0.0061,18031
103,0.3830,0.4000,0.0078,18136
103,0.3830,0.4000,0.0096,18241
100,0.4202,0.4000,0.0075,18347
102,0.3867,0.4000,0.0089,18451
103,0.3794,0.4000,0.0111,18557
103,0.3830,0.4000,0.0129,18662
104,0.3794,0.4000,0.0150,18768
103,0.3830,0.4000,0.0168,18873
104,0.3794,0.4000,0.0190,18979
104,0.3830,0.4000,0.0208,19084
104,0.3830,0.4000,0.0226,19189
100,0.4213,0.4000,0.0204,19294
104,0.3794,0.4000,0.0225,19400
104,0.3830,0.4000,0.0243,19505
104,0.3794,0.4000,0.0265,19611
104,0.3830,0.4000,0.0283,19716
104,0.3830,0.4000,0.0301,19821
104,0.3830,0.4000,0.0319,19926
100,0.4213,0.4000,0.0296,20031
105,0.3794,0.4000,0.0318,20137
104,0.3830,0.4000,0.0336,20242
105,0.3794,0.4000,0.0358,20348
105,0.3830,0.4000,0.0376,20453
106,0.3794,0.4000,0.0398,20559
105,0.3830,0.4000,0.0416,20664
100,0.4202,0.4050,0.0400,20770
105,0.3830,0.4098,0.0428,20875
107,0.3794,0.4143,0.0465,20981
107,0.3830,0.4185,0.0502,21086
108,0.3794,0.4226,0.0548,21192
108,0.3830,0.4265,0.0594,21297
110,0.3794,0.4302,0.0647,21403
105,0.4184,0.4337,0.0664,21508
110,0.3867,0.4370,0.0716,21612
113,0.3794,0.4401,0.0780,21718
113,0.3830,0.4431,0.0843,21823
115,0.3794,0.4460,0.0914,21929
111,0.4184,0.4487,0.0946,22034
118,0.3794,0.4512,0.1022,22140
119,0.3830,0.4537,0.1096,22245
115,0.4202,0.4560,0.1134,22351
122,0.3830,0.4582,0.1213,22456
124,0.3794,0.4603,0.1299,22562
120,0.4184,0.4623,0.1345,22667
128,0.3794,0.4642,0.1435,22773
123,0.4184,0.4659,0.1485,22878
131,0.3794,0.4676,0.1578,22984
132,0.3867,0.4693,0.1664,23088
128,0.4231,0.4708,0.1715,23194
125,0.4534,0.4723,0.1735,23299
128,0.4393,0.4736,0.1771,23404
125,0.4653,0.4750,0.1781,23510
128,0.4488,0.4762,0.1810,23615
126,0.4729,0.4774,0.1815,23721
123,0.4932,0.4785,0.1799,23826
127,0.4704,0.4796,0.1809,23932
124,0.4912,0.4806,0.1798,24037
122,0.5068,0.4816,0.1771,24143
126,0.4820,0.4825,0.1772,24248
130,0.4615,0.4834,0.1795,24354
127,0.4841,0.4842,0.1795,24459
131,0.4631,0.4850,0.1818,24565
129,0.4865,0.4858,0.1817,24669
133,0.4651,0.4865,0.1840,24775
130,0.4870,0.4871,0.1840,24880
128,0.5034,0.4878,0.1824,24986
132,0.4793,0.4884,0.1833,25091
130,0.4983,0.4890,0.1823,25196
134,0.4745,0.4895,0.1839,25302
132,0.4945,0.4901,0.1835,25407
136,0.4715,0.4906,0.1855,25513
134,0.4921,0.4910,0.1854,25618
132,0.5075,0.4915,0.1837,25724
137,0.4826,0.4919,0.1847,25829
135,0.4999,0.4923,0.1839,25935
139,0.4765,0.4927,0.1856,26040
137,0.4950,0.4931,0.1854,26146
135,0.5109,0.4934,0.1835,26251
139,0.4853,0.4937,0.1844,26356
137,0.5031,0.4940,0.1834,26461
136,0.5163,0.4943,0.1811,26567
140,0.4897,0.4946,0.1816,26672
139,0.5055,0.4949,0.1805,26778
137,0.5193,0.4952,0.1780,26883
141,0.4920,0.4954,0.1783,26988
140,0.5074,0.4956,0.1771,27094
144,0.4826,0.4958,0.1785,27199
142,0.4999,0.4961,0.1781,27305
141,0.5148,0.4962,0.1761,27410
132,0.5690,0.4964,0.1684,27516
137,0.5318,0.4966,0.1647,27621
131,0.5690,0.4968,0.1571,27727
129,0.5745,0.4969,0.1489,27832
135,0.5362,0.4971,0.1448,27937
128,0.5745,0.4972,0.1367,28042
134,0.5354,0.4974,0.1327,28148
127,0.5745,0.4975,0.1246,28253
132,0.5354,0.4976,0.1206,28359
126,0.5745,0.4978,0.1125,28464
131,0.5354,0.4979,0.1086,28570
124,0.5745,0.4980,0.1005,28675
129,0.5362,0.4981,0.0965,28780
124,0.5690,0.4982,0.0890,28886
129,0.5318,0.4983,0.0855,28991
122,0.5690,0.4983,0.0780,29097
127,0.5318,0.4984,0.0745,29202
121,0.5690,0.4985,0.0670,29308
126,0.5326,0.4986,0.0635,29412
131,0.5019,0.4987,0.0631,29518
129,0.5164,0.4987,0.0613,29623
133,0.4890,0.4988,0.0623,29729
131,0.5061,0.4988,0.0615,29834
121,0.5690,0.4989,0.0541,29940
126,0.5318,0.4990,0.0507,30045
119,0.5690,0.4990,0.0432,30151
124,0.5318,0.4991,0.0398,30256
129,0.5013,0.4991,0.0396,30362
127,0.5160,0.4992,0.0378,30467
131,0.4894,0.4992,0.0388,30572
129,0.5053,0.4992,0.0382,30678
133,0.4808,0.4993,0.0401,30783
131,0.4996,0.4993,0.0401,30888
128,0.5145,0.4993,0.0385,30993
133,0.4875,0.4994,0.0397,31099
137,0.4666,0.4994,0.0432,31204
135,0.4871,0.4994,0.0445,31310
132,0.5046,0.4995,0.0440,31415
137,0.4795,0.4995,0.0461,31521
134,0.4985,0.4995,0.0462,31626
132,0.5126,0.4995,0.0448,31732
137,0.4867,0.4996,0.0462,31837
135,0.5032,0.4996,0.0458,31943
139,0.4791,0.4996,0.0479,32048
137,0.4971,0.4996,0.0482,32154
135,0.5126,0.4996,0.0468,32259
139,0.4867,0.4997,0.0482,32364
137,0.5031,0.4997,0.0478,32470
135,0.5174,0.4997,0.0460,32575
139,0.4905,0.4997,0.0469,32680
137,0.5073,0.4997,0.0461,32785
141,0.4817,0.4997,0.0481,32891
139,0.5003,0.4998,0.0480,32996
137,0.5140,0.4998,0.0465,33102
142,0.4878,0.4998,0.0477,33207
140,0.5041,0.4998,0.0473,33313
137,0.5181,0.4998,0.0454,33418
142,0.4904,0.4998,0.0464,33524
140,0.5072,0.4998,0.0456,33629
130,0.5690,0.4998,0.0383,33735
135,0.5318,0.4998,0.0349,33840
128,0.5690,0.4998,0.0276,33946
133,0.5318,0.4999,0.0242,34051
126,0.5745,0.4999,0.0164,34156
125,0.5690,0.4999,0.0090,34262
130,0.5326,0.4999,0.0056,34366
135,0.5019,0.4999,0.0054,34472
