196,0.1206,0.4000,4101
193,0.1717,0.4000,4208
191,0.2132,0.4000,4314
190,0.2457,0.4000,4421
190,0.2725,0.4000,4527
195,0.2555,0.4000,4634
195,0.2803,0.4000,4740
195,0.2994,0.4000,4847
195,0.3154,0.4000,4953
187,0.3758,0.4000,5060
195,0.3382,0.4000,5167
190,0.3758,0.4000,5274
191,0.3794,0.4000,5380
193,0.3758,0.4000,5487
193,0.3794,0.4000,5593
201,0.3411,0.4000,5700
196,0.3794,0.4000,5806
198,0.3758,0.4000,5913
199,0.3794,0.4000,6019
200,0.3794,0.4000,6125
203,0.3723,0.4000,6233
203,0.3758,0.4000,6340
204,0.3794,0.4000,6446
212,0.3411,0.4000,6553
208,0.3794,0.4000,6659
209,0.3794,0.4000,6765
211,0.3758,0.4000,6872
206,0.4145,0.4000,6978
214,0.3692,0.4000,7085
214,0.3794,0.4000,7191
216,0.3723,0.4000,7299
217,0.3794,0.4000,7405
219,0.3758,0.4000,7512
220,0.3794,0.4000,7618
222,0.3758,0.4000,7725
217,0.4145,0.4000,7831
224,0.3758,0.4000,7938
225,0.3794,0.4000,8044
227,0.3758,0.4000,8151
229,0.3758,0.4000,8258
231,0.3758,0.4000,8365
232,0.3794,0.4000,8471
227,0.4162,0.4000,8578
234,0.3794,0.4000,8684
236,0.3758,0.4000,8791
237,0.3794,0.4000,8897
233,0.4162,0.4000,9004
240,0.3794,0.4000,9110
242,0.3758,0.4000,9217
244,0.3758,0.4000,9324
246,0.3758,0.4000,9431
241,0.4145,0.4000,9537
248,0.3758,0.4000,9644
250,0.3794,0.4000,9750
245,0.4162,0.4000,9857
252,0.3794,0.4000,9963
255,0.3758,0.4000,10070
250,0.4124,0.4000,10178
255,0.3723,0.4000,10286
255,0.3723,0.4000,10394
255,0.4106,0.4000,10501
255,0.3723,0.4000,10609
255,0.4106,0.4000,10716
255,0.3723,0.4000,10824
255,0.4096,0.4000,10932
255,0.3723,0.4000,11040
255,0.3758,0.4000,11147
255,0.4124,0.4000,11255
255,0.3758,0.4000,11362
255,0.4124,0.4000,11470
255,0.3758,0.4000,11577
255,0.4113,0.4000,11686
255,0.3758,0.4000,11793
255,0.3723,0.4000,11901
255,0.4106,0.4000,12008
255,0.3723,0.4000,12116
255,0.3758,0.4000,12223
255,0.3723,0.4000,12331
255,0.3723,0.4000,12439
255,0.4096,0.4000,12547
255,0.3723,0.4000,12655
255,0.4106,0.4000,12762
255,0.3723,0.4000,12870
255,0.3758,0.4000,12977
255,0.4124,0.4000,13085
255,0.3723,0.4000,13193
255,0.4096,0.4000,13301
255,0.3758,0.4000,13408
255,0.4124,0.4000,13516
255,0.3758,0.4000,13623
255,0.3723,0.4000,13731
255,0.4096,0.4000,13839
255,0.3723,0.4000,13947
255,0.3758,0.4000,14054
255,0.4124,0.4000,14162
255,0.3758,0.4000,14269
255,0.4124,0.4000,14377
255,0.3758,0.4000,14484
255,0.4113,0.4000,14593
255,0.3758,0.4000,14700
255,0.3723,0.4000,14808
255,0.4096,0.4000,14916
255,0.3758,0.4000,15023
255,0.4124,0.4000,15131
255,0.3758,0.4000,15238
255,0.3689,0.4000,15347
255,0.4079,0.4000,15454
255,0.3723,0.4000,15562
255,0.4106,0.4000,15669
255,0.3723,0.4000,15777
255,0.3758,0.4000,15884
255,0.4124,0.4000,15992
255,0.3723,0.4000,16100
255,0.4096,0.4000,16208
255,0.3758,0.4000,16315
255,0.3723,0.4000,16423
255,0.4106,0.4000,16530
255,0.3723,0.4000,16638
255,0.3723,0.4000,16746
255,0.4096,0.4000,16854
255,0.3758,0.4000,16961
255,0.4124,0.4000,17069
255,0.3723,0.4000,17177
255,0.4106,0.4000,17284
255,0.3723,0.4000,17392
255,0.3723,0.4000,17500
255,0.4096,0.4000,17608
255,0.3758,0.4000,17715
255,0.3723,0.4000,17823
255,0.4106,0.4000,17930
255,0.3723,0.4000,18038
255,0.4106,0.4000,18145
255,0.3689,0.4000,18254
255,0.3758,0.4000,18361
255,0.4124,0.4000,18469
255,0.3758,0.4000,18576
255,0.4124,0.4000,18684
255,0.3758,0.4000,18791
255,0.4124,0.4000,18899
255,0.3723,0.4000,19007
255,0.3723,0.4000,19115
255,0.4106,0.4000,19222
255,0.3723,0.4000,19330
255,0.3758,0.4000,19437
255,0.4124,0.4000,19545
255,0.3723,0.4000,19653
255,0.4096,0.4000,19761
255,0.3723,0.4000,19869
255,0.4106,0.4000,19976
255,0.3723,0.4000,20084
255,0.3758,0.4000,20191
255,0.4124,0.4000,20299
255,0.3758,0.4000,20406
255,0.3689,0.4000,20515
255,0.4079,0.4000,20622
255,0.3723,0.4000,20730
255,0.4106,0.4000,20837
255,0.3723,0.4000,20945
255,0.3758,0.4000,21052
255,0.4113,0.4000,21161
255,0.3758,0.4000,21268
255,0.4124,0.4000,21376
255,0.3758,0.4000,21483
255,0.4124,0.4000,21591
255,0.3758,0.4000,21698
255,0.3723,0.4000,21806
255,0.4085,0.4000,21915
255,0.3758,0.4000,22022
255,0.3723,0.4000,22130
255,0.4106,0.4000,22237
255,0.3723,0.4000,22345
255,0.4106,0.4000,22452
255,0.3723,0.4000,22560
255,0.4096,0.4000,22668
255,0.3723,0.4000,22776
255,0.3758,0.4000,22883
255,0.4124,0.4000,22991
255,0.3758,0.4000,23098
255,0.3723,0.4000,23206
255,0.4096,0.4000,23314
255,0.3723,0.4000,23422
255,0.4106,0.4000,23529
255,0.3723,0.4000,23637
255,0.3758,0.4000,23744
255,0.4124,0.4000,23852
255,0.3758,0.4000,23959
255,0.4113,0.4000,24068
255,0.3723,0.4000,24176
255,0.3758,0.4000,24283
255,0.4124,0.4000,24391
255,0.3758,0.4000,24498
255,0.4124,0.4000,24606
255,0.3758,0.4000,24713
255,0.3689,0.4000,24822
255,0.4079,0.4000,24929
255,0.3723,0.4000,25037
255,0.3758,0.4000,25144
255,0.4124,0.4000,25252
255,0.3758,0.4000,25359
255,0.4113,0.4000,25468
255,0.3758,0.4000,25575
