196,0.1206,0.4000,5100
187,0.2093,0.4000,5207
179,0.2812,0.4000,5313
179,0.3001,0.4000,5420
179,0.3160,0.4000,5526
173,0.3655,0.4000,5633
171,0.3794,0.4000,5739
173,0.3758,0.4000,5846
173,0.3794,0.4000,5952
174,0.3758,0.4000,6059
175,0.3758,0.4000,6166
176,0.3758,0.4000,6273
171,0.4145,0.4000,6379
177,0.3758,0.4000,6486
178,0.3794,0.4000,6592
179,0.3758,0.4000,6699
179,0.3794,0.4000,6805
181,0.3758,0.4000,6912
181,0.3794,0.4000,7018
176,0.4162,0.4000,7125
183,0.3758,0.4000,7232
184,0.3758,0.4000,7339
184,0.3794,0.4000,7445
186,0.3758,0.4000,7552
181,0.4145,0.4000,7658
187,0.3758,0.4000,7765
188,0.3794,0.4000,7871
189,0.3758,0.4000,7978
184,0.4145,0.4000,8084
191,0.3758,0.4000,8191
186,0.4134,0.4000,8298
192,0.3758,0.4000,8405
193,0.3794,0.4000,8511
194,0.3758,0.4000,8618
189,0.4145,0.4000,8724
196,0.3758,0.4000,8831
190,0.4145,0.4000,8937
197,0.3758,0.4000,9044
192,0.4145,0.4000,9150
199,0.3723,0.4000,9258
199,0.3794,0.4000,9364
194,0.4162,0.4000,9471
201,0.3794,0.4000,9577
203,0.3758,0.4000,9684
197,0.4145,0.4000,9790
193,0.4443,0.4000,9897
195,0.4313,0.4000,10003
191,0.4557,0.4000,10112
193,0.4398,0.4000,10219
195,0.4263,0.4000,10327
190,0.4538,0.4000,10434
192,0.4375,0.4000,10542
194,0.4244,0.4000,10650
190,0.4523,0.4000,10757
192,0.4356,0.4000,10866
188,0.4612,0.4000,10973
190,0.4435,0.4000,11081
192,0.4299,0.4000,11188
187,0.4557,0.4000,11296
189,0.4397,0.4000,11403
185,0.4634,0.4000,11511
187,0.4452,0.4000,11619
189,0.4306,0.4000,11727
184,0.4573,0.4000,11834
186,0.4403,0.4000,11942
188,0.4274,0.4000,12049
184,0.4536,0.4000,12157
185,0.4381,0.4000,12264
187,0.4242,0.4000,12373
182,0.4521,0.4000,12480
184,0.4362,0.4000,12588
194,0.3758,0.4000,12695
189,0.4124,0.4000,12803
195,0.3723,0.4000,12911
196,0.3758,0.4000,13018
191,0.4113,0.4000,13127
197,0.3758,0.4000,13234
198,0.3723,0.4000,13342
193,0.4106,0.4000,13449
188,0.4402,0.4000,13557
190,0.4273,0.4000,13664
199,0.3723,0.4000,13772
193,0.4096,0.4000,13880
200,0.3723,0.4000,13988
200,0.3758,0.4000,14095
195,0.4124,0.4000,14203
190,0.4426,0.4000,14310
192,0.4286,0.4000,14418
187,0.4556,0.4000,14525
189,0.4383,0.4000,14634
199,0.3758,0.4000,14741
194,0.4124,0.4000,14849
200,0.3758,0.4000,14956
201,0.3723,0.4000,15064
196,0.4096,0.4000,15172
191,0.4404,0.4000,15279
193,0.4261,0.4000,15388
201,0.3758,0.4000,15495
196,0.4124,0.4000,15603
202,0.3758,0.4000,15710
197,0.4124,0.4000,15818
203,0.3758,0.4000,15925
198,0.4124,0.4000,16033
204,0.3758,0.4000,16140
199,0.4113,0.4000,16249
205,0.3758,0.4000,16356
199,0.4124,0.4000,16464
206,0.3758,0.4000,16571
200,0.4124,0.4000,16679
207,0.3758,0.4000,16786
201,0.4124,0.4000,16894
197,0.4416,0.4000,17002
198,0.4277,0.4000,17110
194,0.4549,0.4000,17217
195,0.4384,0.4000,17325
191,0.4624,0.4000,17433
193,0.4451,0.4000,17540
194,0.4306,0.4000,17648
190,0.4561,0.4000,17756
191,0.4394,0.4000,17864
187,0.4643,0.4000,17971
188,0.4459,0.4000,18079
190,0.4319,0.4000,18186
185,0.4572,0.4000,18294
187,0.4409,0.4000,18401
188,0.4265,0.4000,18510
