196,0.1194,0.4000,0.0283,5100
187,0.2116,0.4000,0.0479,5204
185,0.2466,0.4000,0.0639,5308
184,0.2739,0.4000,0.0771,5413
183,0.2964,0.4000,0.0879,5517
183,0.3145,0.4000,0.0968,5621
182,0.3289,0.4000,0.1042,5725
175,0.3830,0.4000,0.1060,5830
175,0.3867,0.4000,0.1074,5934
176,0.3867,0.4000,0.1088,6038
177,0.3867,0.4000,0.1101,6142
178,0.3867,0.4000,0.1115,6246
179,0.3830,0.4000,0.1133,6351
179,0.3867,0.4000,0.1147,6455
180,0.3867,0.4000,0.1161,6559
181,0.3867,0.4000,0.1175,6663
182,0.3830,0.4000,0.1193,6768
182,0.3867,0.4000,0.1207,6872
183,0.3867,0.4000,0.1220,6976
184,0.3867,0.4000,0.1234,7080
185,0.3867,0.4000,0.1248,7184
186,0.3830,0.4000,0.1266,7289
180,0.4224,0.4000,0.1243,7393
186,0.3867,0.4000,0.1257,7497
187,0.3867,0.4000,0.1271,7601
182,0.4242,0.4000,0.1245,7706
188,0.3867,0.4000,0.1259,7810
189,0.3867,0.4000,0.1273,7914
190,0.3867,0.4000,0.1287,8018
191,0.3867,0.4000,0.1301,8122
185,0.4242,0.4000,0.1275,8227
192,0.3867,0.4000,0.1289,8331
192,0.3867,0.4000,0.1303,8435
193,0.3867,0.4000,0.1317,8539
195,0.3830,0.4000,0.1335,8644
189,0.4224,0.4000,0.1311,8748
195,0.3867,0.4000,0.1325,8852
196,0.3867,0.4000,0.1339,8956
197,0.3867,0.4000,0.1353,9060
199,0.3830,0.4000,0.1371,9165
193,0.4224,0.4000,0.1348,9269
200,0.3830,0.4000,0.1366,9374
200,0.3904,0.4000,0.1375,9477
194,0.4283,0.4000,0.1346,9581
202,0.3830,0.4000,0.1364,9686
202,0.3867,0.4000,0.1378,9790
204,0.3830,0.4000,0.1396,9895
198,0.4235,0.4000,0.1371,9998
205,0.3830,0.4000,0.1389,10103
206,0.3830,0.4000,0.1407,10208
201,0.4202,0.4000,0.1386,10314
207,0.3867,0.4000,0.1400,10418
202,0.4231,0.4000,0.1375,10524
209,0.3830,0.4000,0.1393,10629
211,0.3794,0.4000,0.1415,10735
205,0.4195,0.4000,0.1395,10839
212,0.3830,0.4000,0.1412,10944
206,0.4202,0.4000,0.1391,11050
213,0.3830,0.4000,0.1409,11155
208,0.4213,0.4000,0.1387,11260
214,0.3830,0.4000,0.1404,11365
209,0.4202,0.4000,0.1383,11471
216,0.3830,0.4000,0.1401,11576
211,0.4213,0.4000,0.1379,11681
217,0.3830,0.4000,0.1396,11786
212,0.4202,0.4000,0.1375,11892
219,0.3830,0.4000,0.1393,11997
214,0.4213,0.4000,0.1371,12102
220,0.3830,0.4000,0.1388,12207
215,0.4202,0.4000,0.1367,12313
222,0.3830,0.4000,0.1385,12418
217,0.4224,0.4000,0.1362,12522
212,0.4517,0.4000,0.1307,12628
214,0.4380,0.4000,0.1267,12733
209,0.4653,0.4000,0.1198,12838
212,0.4488,0.4000,0.1147,12943
207,0.4729,0.4000,0.1070,13049
209,0.4549,0.4000,0.1012,13154
205,0.4788,0.4000,0.0930,13259
207,0.4596,0.4000,0.0867,13364
209,0.4436,0.4000,0.0821,13470
205,0.4698,0.4000,0.0748,13575
207,0.4524,0.4000,0.0693,13680
202,0.4768,0.4000,0.0612,13785
204,0.4580,0.4000,0.0551,13890
200,0.4802,0.4000,0.0466,13996
202,0.4615,0.4000,0.0402,14100
204,0.4451,0.4000,0.0354,14206
199,0.4710,0.4000,0.0280,14311
201,0.4526,0.4000,0.0224,14417
202,0.4394,0.4000,0.0183,14521
198,0.4654,0.4000,0.0113,14627
199,0.4489,0.4000,0.0062,14732
195,0.4729,0.4000,-0.0015,14838
197,0.4549,0.4000,-0.0073,14943
198,0.4391,0.4000,-0.0115,15050
208,0.3794,0.4000,-0.0093,15156
202,0.4162,0.4000,-0.0110,15263
209,0.3794,0.4000,-0.0088,15369
203,0.4162,0.4000,-0.0106,15476
209,0.3830,0.4000,-0.0088,15581
211,0.3758,0.4000,-0.0062,15688
205,0.4145,0.4000,-0.0077,15794
211,0.3758,0.4000,-0.0051,15901
206,0.4145,0.4000,-0.0067,16007
212,0.3794,0.4000,-0.0045,16113
206,0.4173,0.4000,-0.0063,16219
213,0.3758,0.4000,-0.0037,16326
207,0.4145,0.4000,-0.0053,16432
214,0.3758,0.4000,-0.0027,16539
208,0.4145,0.4000,-0.0042,16645
214,0.3794,0.4000,-0.0020,16751
209,0.4173,0.4000,-0.0039,16857
216,0.3758,0.4000,-0.0013,16964
210,0.4145,0.4000,-0.0028,17070
216,0.3758,0.4000,-0.0002,17177
211,0.4155,0.4000,-0.0018,17282
217,0.3794,0.4000,0.0003,17388
211,0.4173,0.4000,-0.0015,17494
218,0.3794,0.4000,0.0007,17600
212,0.4173,0.4000,-0.0011,17706
218,0.3830,0.4000,0.0007,17811
212,0.4202,0.4000,-0.0015,17917
207,0.4500,0.4000,-0.0068,18023
209,0.4351,0.4000,-0.0105,18130
204,0.4619,0.4000,-0.0171,18236
206,0.4447,0.4000,-0.0219,18343
201,0.4706,0.4000,-0.0293,18448
203,0.4517,0.4000,-0.0348,18555
204,0.4372,0.4000,-0.0388,18661
199,0.4625,0.4000,-0.0455,18768
201,0.4459,0.4000,-0.0503,18874
196,0.4695,0.4000,-0.0578,18981
198,0.4522,0.4000,-0.0632,19086
199,0.4369,0.4000,-0.0672,19193
194,0.4633,0.4000,-0.0739,19299
